wildest	scorsese	scorsese
narrower	!align="right	!align="right
narrow	narrow	narrow
narrowest	!align="right	!align="right
narrow	narrow	deep
narrower	widest	widest
narrowest	narrow	narrow
safer	!align="right	!align="right
safe	dangerous	dangerous
safest	!align="right	!align="right
safe	thunder	thunder
safer	cheapest	cheapest
safest	safe	safe
faster	!align="right	!align="right
fastest	slower	fast
fast	!align="right	!align="right
fastest	slow	slow
faster	slow	slow
fast	slower	slower
meaner	!align="right	!align="right
mean	violent	violent
meanest	!align="right	!align="right
mean	violent	violent
meaner	!align="right	!align="right
meanest	!align="right	!align="right
heavier	!align="right	!align="right
heavy	heavy	heavy
heaviest	!align="right	!align="right
heavy	heavy	heavy
heavier	heavy	heavy
heaviest	lighter	lighter
nicer	!align="right	!align="right
nice	violent	violent
nicest	!align="right	!align="right
nice	violent	violent
nicer	!align="right	!align="right
nicest	!align="right	!align="right
faster	!align="right	!align="right
fastest	slower	fast
fast	!align="right	!align="right
fastest	slow	quick
faster	slow	slow
fast	slower	slower
leaner	!align="right	!align="right
lean	violent	violent
leanest	!align="right	!align="right
lean	violent	violent
leaner	!align="right	!align="right
leanest	!align="right	!align="right
weaker	!align="right	!align="right
weak	stronger	weak
weakest	!align="right	!align="right
weak	bad	bad
weaker	strongest	strongest
weakest	stronger	stronger
darker	!align="right	!align="right
dark	dark	dark
darkest	!align="right	!align="right
dark	dark	dark
darker	finest	finest
darkest	paler	paler
rougher	!align="right	!align="right
rough	colorless	colorless
roughest	!align="right	!align="right
rough	colorless	colorless
rougher	!align="right	!align="right
roughest	!align="right	!align="right
mightier	!align="right	!align="right
mighty	colorless	colorless
mightiest	!align="right	!align="right
mighty	colorless	colorless
mightier	!align="right	!align="right
mightiest	!align="right	!align="right
wiser	!align="right	!align="right
wise	colorless	colorless
wisest	!align="right	!align="right
wise	colorless	colorless
wiser	!align="right	!align="right
wisest	!align="right	!align="right
laws	laws	laws
law	law	law
products	products	products
product	product	product
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
teachers	teachers	teachers
teacher	teacher	teacher
things	jews	it's
thing	thing	thing
minutes	minutes	minutes
minute	seconds	seconds
dollars	dollars	dollars
dollar	dollar	dollar
areas	areas	areas
area	area	area
cities	cities	cities
city	towns	towns
streets	streets	streets
street	street	street
months	year	year
month	weeks	weeks
conditions	conditions	conditions
condition	condition	condition
countries	businessmen	businessmen
country	nations	nations
operations	operations	operations
operation	operation	operation
schools	schools	schools
school	school	school
results	results	results
result	result	result
parents	employees	employees
parent	father	father
charges	charges	charges
charge	charge	charge
students	students	students
student	student	student
employees	employees	employees
employee	employee	employee
workers	workers	workers
worker	worker	worker
miles	kilometre	kilometre
mile	kilometres	kilometres
ways	ways	ways
way	way	way
decisions	decisions	decisions
decision	decision	decision
rights	pupils	inhabitants
right	activist	activist
parents	pupils	members
parent	father	father
companies	companies	companies
company	company	company
jobs	jobs	jobs
job	job	job
authorities	authorities	authorities
authority	authority	government
rules	laws	laws
rule	rule	rule
reports	reports	reports
report	report	report
programs	programs	programs
program	program	program
buildings	buildings	buildings
building	building	building
officials	unofficial	officials
official	authorities	authorities
dollars	months	months
dollar	dollar	dollar
rules	months	regime
rule	regulations	regulations
citizens	months	citizens
citizen	citizen	citizen
questions	questions	questions
question	question	question
officers	officers	officers
officer	officer	officer
cities	town	cities
city	towns	towns
experts	consultant	consultant
expert	expert	expert
teachers	teachers	teachers
teacher	teacher	teacher
benefits	benefits	benefits
benefit	benefit	benefit
authorities	authorities	authorities
authority	officials	officials
games	games	games
game	game	game
cities	cities	cities
city	towns	towns
benefits	benefits	benefits
benefit	benefit	benefit
groups	groups	groups
group	group	group
authorities	authorities	responsibility
authority	authority	policeman
rates	rates	rates
rate	rate	rate
changes	changes	changes
change	change	change
citizens	citizens	citizens
citizen	citizen	citizen
questions	questions	questions
question	question	question
artists	artists	artists
artist	artist	artist
deaths	untimely	untimely
death	casualties	casualties
workers	workers	workers
worker	worker	worker
sports	sports	sports
sport	sport	sport
sources	sources	sources
source	source	source
women	women	women
woman	men	woman
voters	voters	individuals
voter	vote	vote
sports	sports	sports
sport	sport	sport
officers	officers	officers
officer	officer	officer
concerns	concerns	concerns
concern	concern	concern
prices	prices	prices
price	price	price
schools	schools	schools
school	school	school
feet	feet	feet
foot	metres	metres
reports	reports	reports
report	report	report
officials	officials	officials
official	authorities	commissioner
teams	teams	teams
team	team	team
cases	cases	cases
case	case	case
relations	relating	relating
relation	relationship	relationship
residents	residence	residence
resident	inhabitants	inhabitants
issues	issues	issues
issue	issue	issue
families	families	families
family	family	family
months	year	year
month	weeks	weeks
minutes	minutes	minutes
minute	seconds	seconds
losses	losses	losses
loss	loss	loss
games	games	games
game	game	game
agencies	agencies	agencies
agency	agency	agency
times	songs	songs
time	twice	twice
people	persons	persons
person	persons	persons
weapons	weapons	weapons
weapon	weapon	weapon
families	families	families
family	family	family
authorities	authorities	authorities
authority	authority	authority
cases	cases	cases
case	case	case
relations	relations	relations
relation	relationship	relationship
kids	boy	mischievous
kid	episode	episode
authorities	authorities	authorities
authority	officials	police
cars	cars	cars
car	car	car
people	persons	persons
person	persons	persons
efforts	efforts	efforts
effort	effort	effort
artists	artists	artists
artist	artist	artist
students	students	students
student	pupils	student
concerns	concerns	concerns
concern	concern	concern
times	members	songs
time	twice	twice
streets	streets	streets
street	street	street
investors	investors	investors
investor	investor	investor
dollars	dollars	dollars
dollar	million	million
days	week	week
day	months	months
laws	laws	laws
law	law	law
standards	standards	standards
standard	standard	standard
allegations	allegations	allegations
allegation	alleged	alleged
decisions	decisions	decisions
decision	decision	decision
authorities	authorities	authorities
authority	officials	officials
conditions	conditions	conditions
condition	condition	condition
rules	months	theories
rule	regulations	regulations
standards	standards	minimum
standard	standard	standard
parents	months	months
parent	mother	mother
officers	officers	officers
officer	officer	officer
countries	nation	billboard
country	country	country
terms	terms	terms
term	term	term
years	month	month
year	months	months
citizens	citizens	citizens
citizen	residents	venetians
residents	residents	residents
resident	citizens	citizens
businesses	businesses	businesses
business	business	business
drugs	drugs	drugs
drug	drug	drug
reports	reports	reports
report	report	report
reasons	reasons	reasons
reason	reason	reason
teachers	teachers	teachers
teacher	teacher	teacher
minutes	minutes	minutes
minute	seconds	seconds
analysts	consultant	consultant
analyst	observers	observers
reports	reports	reports
report	report	report
charges	charges	charges
charge	charge	charge
cars	cars	cars
car	car	car
businesses	businesses	businesses
business	companies	companies
voters	fraud	fraud
voter	ballot	ballot
patients	patients	patients
patient	patient	diagnosed
men	woman	woman
man	women	women
prices	prices	prices
price	price	price
products	products	products
product	product	product
terms	father	terms
term	term	depends
leaders	father	leaders
leader	leader	leader
cars	cars	cars
car	vehicles	vehicles
benefits	immigrants	immigrants
benefit	benefit	benefit
results	consequence	consequence
result	correct	decreases
operations	operations	operations
operation	operation	operation
members	members	members
member	member	member
events	events	events
event	event	event
officers	officers	officers
officer	officer	officer
parties	parties	parties
party	party	party
cases	cases	cases
case	case	case
men	men	men
man	man	man
officers	officers	officers
officer	officer	officer
charges	charges	charges
charge	charge	charge
employees	employees	employees
employee	employee	employee
rights	members	rights
right	activist	activist
hours	minutes	minutes
hour	months	months
relations	regard	regard
relation	relationship	relationship
sports	sports	sports
sport	sport	sport
people	persons	persons
person	persons	persons
systems	systems	systems
system	system	system
talks	know	know
talk	negotiations	negotiations
officials	unofficial	unofficial
official	authorities	authorities
kids	shaggy	shaggy
kid	teenagers	kid
schools	schools	schools
school	school	school
areas	areas	areas
area	area	area
points	points	points
point	point	point
owners	owners	owners
owner	owner	owner
concerns	concerns	concerns
concern	concern	concern
streets	streets	streets
street	street	street
results	results	results
result	outcome	outcome
questions	questions	questions
question	question	question
leaders	leaders	leaders
leader	leader	leader
decisions	decisions	decisions
decision	decision	decision
homes	days	days
home	residences	upscale
lives	lives	lives
life	life	life
laws	laws	laws
law	policies	policies
issues	issues	issues
issue	issue	issue
groups	groups	groups
group	group	group
businesses	businesses	businesses
business	business	business
rates	rates	rates
rate	rate	rate
minutes	minutes	minutes
minute	seconds	seconds
games	games	games
game	game	game
points	points	points
point	point	point
workers	workers	workers
worker	worker	worker
reasons	reasons	reasons
reason	reason	reason
groups	groups	groups
group	group	group
students	students	students
student	student	student
families	families	families
family	family	family
times	olympics	olympics
time	twice	twice
hours	hours	hours
hour	minutes	hour
standards	standards	standards
standard	standard	standard
teams	teams	teams
team	team	team
officers	officers	officers
officer	officer	officer
cases	cases	cases
case	case	case
relations	addition	addition
relation	relationship	relationship
cities	town	cities
city	towns	city
teachers	teachers	instructor
teacher	students	teacher
owners	owners	owners
owner	owner	owner
parties	parties	parties
party	party	party
analysts	analysts	analysts
analyst	analyst	analyst
schools	schools	schools
school	school	school
products	products	products
product	product	product
rules	ruled	ruled
rule	standards	standards
deaths	untimely	untimely
death	death	death
months	week	week
month	weeks	weeks
drugs	drugs	drugs
drug	drug	drug
men	woman	woman
man	women	man
officials	unofficial	unofficial
official	authorities	authorities
employees	employees	employees
employee	workers	residents
drugs	drugs	drugs
drug	drug	drug
friends	friends	friends
friend	friend	friend
laws	laws	laws
law	law	law
decisions	decisions	decisions
decision	decision	decision
plans	plans	plans
plan	plan	plan
rates	rates	rates
rate	rate	rate
analysts	lobbyist	lobbyist
analyst	analyst	analyst
relations	relating	relating
relation	relationship	relationship
benefits	benefits	benefits
benefit	benefit	benefit
members	members	members
member	member	member
operations	operations	operations
operation	operation	operation
cities	cities	cities
city	city	city
questions	questions	questions
question	question	question
women	women	women
woman	men	woman
problems	problems	problems
problem	problem	problem
results	results	results
result	result	result
citizens	citizens	citizenship
citizen	residents	citizen
questions	questions	questions
question	question	question
events	events	events
event	event	event
rates	rates	rates
rate	rate	rate
weeks	month	month
week	months	months
talks	syndicated	syndicated
